Generation,Average,Best
0,0,0
1,3.70181818181803,45.45454545454545
2,3.7018181818180307,45.45454545454545
3,3.701818181818032,45.45454545454545
4,3.7018181818180333,45.45454545454545
5,3.701818181818034,45.45454545454545
6,3.701818181818034,45.45454545454545
7,3.701818181818034,45.45454545454545
8,3.701818181818034,45.45454545454545
9,3.7018181818180347,45.45454545454545
10,3.7018181818180347,45.45454545454545
11,3.7018181818180347,45.45454545454545
12,3.7018181818180347,45.45454545454545
13,3.7018181818180347,45.45454545454545
14,3.7018181818180347,54.54545454545454
15,3.7018181818180347,54.54545454545454
16,3.7018181818180356,54.54545454545454
17,3.701818181818036,54.54545454545454
18,3.701818181818036,54.54545454545454
19,3.7009090909089464,54.54545454545454
20,3.7009090909089464,45.45454545454545
21,3.7009090909089473,45.45454545454545
22,3.7009090909089473,45.45454545454545
23,3.7009090909089473,45.45454545454545
24,3.7009090909089477,45.45454545454545
25,3.7009090909089486,45.45454545454545
26,3.7009090909089486,45.45454545454545
27,3.700909090908949,45.45454545454545
28,3.70090909090895,54.54545454545454
29,3.70090909090895,54.54545454545454
30,3.70090909090895,54.54545454545454
31,3.70090909090895,54.54545454545454
32,3.70090909090895,63.63636363636363
33,3.70090909090895,63.63636363636363
34,3.70090909090895,63.63636363636363
35,3.70090909090895,63.63636363636363
36,3.70090909090895,63.63636363636363
37,3.70090909090895,63.63636363636363
38,3.70090909090895,63.63636363636363
39,3.70090909090895,63.63636363636363
40,3.70090909090895,63.63636363636363
41,3.70090909090895,63.63636363636363
42,3.70090909090895,63.63636363636363
43,3.70090909090895,63.63636363636363
44,3.700909090908951,63.63636363636363
45,3.700909090908951,63.63636363636363
46,3.700909090908951,63.63636363636363
47,3.700909090908951,63.63636363636363
48,3.700909090908951,63.63636363636363
49,3.700909090908951,63.63636363636363
50,3.70090909090895,63.63636363636363
51,3.7009090909089513,63.63636363636363
52,3.7009090909089513,63.63636363636363
53,3.700909090908952,63.63636363636363
54,3.7009090909089535,63.63636363636363
55,3.7009090909089535,63.63636363636363
56,3.7009090909089535,63.63636363636363
57,3.7009090909089535,63.63636363636363
58,3.7009090909089535,63.63636363636363
59,3.7009090909089535,63.63636363636363
60,3.699999999999863,63.63636363636363
61,3.699999999999864,63.63636363636363
62,3.699999999999864,63.63636363636363
63,3.699999999999864,63.63636363636363
64,3.699999999999864,63.63636363636363
65,3.699999999999864,63.63636363636363
66,3.6999999999998643,63.63636363636363
67,3.6999999999998643,63.63636363636363
68,3.699999999999866,63.63636363636363
69,3.699999999999866,63.63636363636363
70,3.699999999999866,72.72727272727273
71,3.699999999999866,63.63636363636363
72,3.6999999999998674,63.63636363636363
73,3.6999999999998674,63.63636363636363
74,3.6999999999998674,63.63636363636363
75,3.6999999999998674,63.63636363636363
76,3.6999999999998674,72.72727272727273
77,3.6999999999998674,72.72727272727273
78,3.6999999999998674,72.72727272727273
79,3.6999999999998674,72.72727272727273
80,3.6999999999998674,72.72727272727273
81,3.6999999999998674,72.72727272727273
82,3.6999999999998674,72.72727272727273
83,3.6999999999998674,72.72727272727273
84,3.6999999999998674,72.72727272727273
85,3.6990909090907755,72.72727272727273
86,3.6981818181816855,72.72727272727273
87,3.698181818181686,72.72727272727273
88,3.698181818181686,72.72727272727273
89,3.698181818181686,72.72727272727273
90,3.698181818181686,72.72727272727273
91,3.6981818181816855,72.72727272727273
92,3.6981818181816855,72.72727272727273
93,3.6981818181816855,72.72727272727273
94,3.6981818181816855,72.72727272727273
95,3.6981818181816855,72.72727272727273
96,3.6981818181816855,72.72727272727273
97,3.6981818181816855,72.72727272727273
98,3.698181818181686,72.72727272727273
99,3.698181818181686,72.72727272727273
100,3.697272727272595,72.72727272727273
101,3.697272727272596,72.72727272727273
102,3.697272727272596,72.72727272727273
103,3.697272727272596,72.72727272727273
104,3.697272727272596,72.72727272727273
105,3.697272727272596,72.72727272727273
106,3.6972727272725963,72.72727272727273
107,3.6972727272725963,72.72727272727273
108,3.6972727272725963,72.72727272727273
109,3.6972727272725963,72.72727272727273
110,3.6963636363635053,72.72727272727273
111,3.6963636363635053,72.72727272727273
112,3.6963636363635053,72.72727272727273
113,3.6963636363635053,72.72727272727273
114,3.696363636363506,72.72727272727273
115,3.696363636363506,72.72727272727273
116,3.696363636363506,72.72727272727273
117,3.696363636363506,72.72727272727273
118,3.696363636363506,72.72727272727273
119,3.695454545454415,72.72727272727273
120,3.695454545454415,54.54545454545454
121,3.695454545454415,54.54545454545454
122,3.695454545454415,54.54545454545454
123,3.695454545454415,54.54545454545454
124,3.695454545454415,54.54545454545454
125,3.6954545454544157,54.54545454545454
126,3.6954545454544157,54.54545454545454
127,3.6954545454544157,54.54545454545454
128,3.6954545454544165,54.54545454545454
129,3.6954545454544157,54.54545454545454
130,3.6954545454544157,54.54545454545454
131,3.6954545454544157,54.54545454545454
132,3.6954545454544165,54.54545454545454
133,3.6954545454544165,54.54545454545454
134,3.6954545454544165,63.63636363636363
135,3.695454545454417,63.63636363636363
136,3.695454545454418,72.72727272727273
137,3.695454545454417,72.72727272727273
138,3.6954545454544165,72.72727272727273
139,3.6954545454544165,72.72727272727273
140,3.6954545454544165,54.54545454545454
141,3.695454545454417,54.54545454545454
142,3.695454545454417,54.54545454545454
143,3.695454545454417,54.54545454545454
144,3.695454545454417,54.54545454545454
145,3.695454545454417,54.54545454545454
146,3.6954545454544165,54.54545454545454
147,3.6954545454544165,54.54545454545454
148,3.6954545454544165,54.54545454545454
